pid,model,situation,prompt,rec_city1,rec_reasons1,rec_city2,rec_reasons2,rec_city3,rec_reasons3,rec_city4,rec_reasons4,rec_city5,rec_reasons5
11,llama,relocation,I am making the move to New Jersey. I'm looking for a place with a high bike score.,Hoboken,"High bike score of 85, numerous bike lanes and bike-share programs;Compact downtown area with many shops and restaurants;Easy access to NYC via PATH train",Jersey City,"Bike score of 83, extensive network of bike lanes and bike paths;Diverse community with many cultural attractions;Stunning views of the Manhattan skyline",Montclair,"Bike score of 81, hilly terrain with scenic bike routes;Thriving arts and cultural scene;Variety of restaurants and cafes",Princeton,"Bike score of 78, scenic bike routes through historic neighborhoods;World-renowned university and research institutions;Charming downtown area with unique shops",Red Bank,"Bike score of 76, scenic bike routes along the Navesink River;Vibrant downtown area with many restaurants and bars;Regular ferry service to NYC"
12,llama,relocation,I am making the move to New Jersey. I'm looking for a place with a high bike score.,Hoboken,"High bike score of 85, numerous bike lanes, and a bike-share system;Compact downtown area with many shops and restaurants;Easy access to NYC via PATH train",Jersey City,"Bike score of 83, over 20 miles of bike lanes;Diverse community with many cultural attractions;Stunning views of the Manhattan skyline",Montclair,"Bike score of 81, scenic bike routes through parks and nature reserves;Thriving arts and cultural scene;Excellent schools and family-friendly atmosphere",Princeton,"Bike score of 78, many bike-friendly roads and trails;World-renowned university and research institutions;Historic downtown area with charming shops and eateries",Red Bank,"Bike score of 76, scenic bike routes along the Navesink River;Vibrant downtown area with many restaurants and bars;Regular events and festivals throughout the year"
13,llama,relocation,I am making the move to New Jersey. I'm looking for a place with a high bike score.,Hoboken,"High bike score of 82, numerous bike lanes, and a bike-share system;Compact downtown area with many shops and restaurants;Easy access to NYC via PATH train",Jersey City,"Bike score of 77, with many bike lanes and a waterfront path;Diverse community with many cultural attractions;Convenient access to NYC via PATH train",Montclair,"Bike score of 85, with many bike lanes and a strong cycling community;Charming downtown area with shops and restaurants;Home to Montclair State University",Princeton,"Bike score of 83, with many bike lanes and a scenic canal path;Historic downtown area with many cultural attractions;Home to Princeton University",Westfield,"Bike score of 81, with many bike lanes and a charming downtown area;Easy access to NYC via NJ Transit train;Highly rated schools and family-friendly community"
14,llama,relocation,I am making the move to New Jersey. I'm looking for a place with a high bike score.,Hoboken,"High bike score of 82, numerous bike lanes, proximity to NYC;Compact downtown area, easy to navigate by bike;Bike-share programs available",Jersey City,"Bike score of 77, increasing investment in bike infrastructure;Access to Hudson River Waterfront Walkway;Diverse community with many bike-friendly neighborhoods",Montclair,"Bike score of 73, hilly terrain for a challenging ride;Montclair State University promotes cycling on campus;Six train stations with bike parking",Princeton,"Bike score of 85, home to many cyclists and bike commuters;Princeton University promotes sustainable transportation;Historic downtown area with bike-friendly streets",Westfield,"Bike score of 74, scenic bike routes through parks and nature reserves;Strong cycling community with local bike shops;Commuter trains to NYC with bike storage"
15,llama,relocation,I am making the move to New Jersey. I'm looking for a place with a high bike score.,Hoboken,bike-friendly streets;Hudson River Waterfront Walkway; easy access to NYC,Jersey City,Citi Bike program; protected bike lanes; Liberty State Park trails,Montclair,dedicated bike lanes;Montclair Bikeway; Watchung Reservation trails,Princeton,Princeton Battlefield trails; Delaware and Raritan Canal State Park; bike-friendly downtown area,Westfield,Raritan Valley Road bike lanes; Watchung Reservation trails; easy access to NYC trains
16,llama,relocation,I am making the move to New Jersey. I'm looking for a place with a high bike score.,Hoboken,"High bike score of 82, numerous bike lanes, and a bike-share system;Compact downtown area with many shops and restaurants;Easy access to NYC via PATH train",Jersey City,"Bike score of 77, over 20 miles of bike lanes, and a growing cycling community;Diverse neighborhoods with a range of cultures and cuisines;Stunning views of the Manhattan skyline",Montclair,"Bike score of 74, a variety of bike lanes and trails, and a strong cycling culture;Thriving downtown area with shops, restaurants, and cultural events;Home to Montclair State University",Princeton,"Bike score of 83, numerous bike lanes and trails, and a highly educated population;Rich history and cultural attractions, including Princeton University;Charming downtown area with unique shops and eateries",Westfield,"Bike score of 78, a network of bike lanes and trails, and a family-friendly atmosphere;Historic downtown area with shops, restaurants, and community events;Highly rated schools and a strong sense of community"
17,llama,relocation,I am making the move to New Jersey. I'm looking for a place with a high bike score.,Hoboken,"High bike score of 82, numerous bike lanes, proximity to NYC;Compact downtown area, easy to navigate by bike;Bike-share programs available",Jersey City,"Bike score of 77, increasing investment in bike infrastructure;Access to Hudson River Waterfront Walkway, a 1.5-mile bike path;Diverse community with many bike-friendly amenities",Montclair,"Bike score of 73, hilly terrain for a challenging ride;Home to the Montclair Bikery, a community-focused bike shop;Many parks and nature reserves with bike trails",Princeton,"Bike score of 85, scenic bike routes through historic neighborhoods;Home to Princeton University, with many bike-friendly campus paths;Easy access to the Delaware and Raritan Canal State Park Trail",Westfield,"Bike score of 75, charming downtown area with bike parking;Access to the Raritan Valley Line rail trail;Community events, such as the annual Westfield Bike Tour"
18,llama,relocation,I am making the move to New Jersey. I'm looking for a place with a high bike score.,Hoboken,"High bike score of 85, numerous bike lanes and bike-share programs;Compact downtown area with many shops and restaurants;Easy access to NYC via PATH train",Jersey City,"Bike score of 83, extensive network of bike lanes and bike paths;Diverse community with many cultural attractions;Stunning views of the Manhattan skyline",Montclair,"Bike score of 81, hilly terrain with scenic bike routes;Thriving arts and cultural scene;Variety of restaurants and cafes",Princeton,"Bike score of 78, scenic bike routes through historic neighborhoods;World-renowned university and research institutions;Charming downtown area with unique shops",Red Bank,"Bike score of 76, scenic bike routes along the Navesink River;Vibrant downtown area with many restaurants and bars;Regular ferry service to NYC"
19,llama,relocation,I am making the move to New Jersey. I'm looking for a place with a high bike score.,Hoboken,"High bike score of 82, numerous bike lanes, and a bike-share system;Compact downtown area with many shops and restaurants;Easy access to NYC via PATH train",Jersey City,"Bike score of 77, over 20 miles of bike lanes, and a growing cycling community;Diverse neighborhoods with a range of cultures and cuisines;Stunning views of the Manhattan skyline",Montclair,"Bike score of 74, a variety of bike lanes and trails, and a strong cycling culture;Thriving downtown area with shops, restaurants, and cultural events;Home to Montclair State University",Princeton,"Bike score of 83, numerous bike lanes and trails, and a highly educated population;Rich history and cultural attractions, including Princeton University;Charming downtown area with unique shops and eateries",Westfield,"Bike score of 78, a network of bike lanes and trails, and a family-friendly atmosphere;Historic downtown area with shops, restaurants, and community events;Highly rated schools and a strong sense of community"
20,llama,relocation,I am making the move to New Jersey. I'm looking for a place with a high bike score.,Hoboken,High bike lanes per square mile;bike-share programs available; compact downtown area,Jersey City,Increasing bike infrastructure;protected bike lanes on main roads;ferry access to NYC,Montclair,Designated bike lanes on main roads;high percentage of residents commuting by bike;multiple local bike shops,Princeton,Many on-road bike lanes and bike paths;Princeton University promotes cycling;Walkable downtown area,New Brunswick,Bike lanes and bike paths on campus and downtown;Rutgers University promotes cycling;Commuter rail access to NYC
21,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,Large retirement community with many amenities;Variety of recreational activities;Affordable housing options,Sarasota,Cultural attractions like the Ringling Museum;Beautiful beaches and outdoor spaces;Diverse dining and shopping options,Naples,Upscale living with a small-town feel;World-class golf courses and country clubs;Easy access to nature preserves and wildlife refuges,Boca Raton,High-end shopping and dining options;Beautiful beaches and parks;Cultural attractions like the Boca Raton Museum of Art,Sanibel,Shell-filled beaches and wildlife refuges;Small-town charm with a strong sense of community;Plenty of opportunities for outdoor recreation
22,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,Large retirement community with many amenities;Variety of recreational activities;Affordable housing options,Sarasota,Cultural attractions and events;Beautiful beaches and outdoor spaces;Strong sense of community,Naples,Upscale living and shopping;World-class golf courses;Excellent healthcare facilities,Boca Raton,Urban amenities and services;Beachside location with water sports;Diverse community with many cultural events,Sanibel,Island lifestyle with a relaxed atmosphere;Abundant wildlife and natural beauty;Small-town charm with a strong sense of community
23,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,Large retirement community with many amenities;Variety of recreational activities;Affordable housing options,Sarasota,Cultural attractions like the Ringling Museum;Beautiful beaches and outdoor spaces;Diverse dining and shopping options,Naples,Upscale living with a small-town feel;World-class golf courses and country clubs;Easy access to healthcare and medical facilities,Boca Raton,High-end shopping and dining options;Beautiful beaches and parks;Strong sense of community with many social events,Sanibel,"Shell-filled beaches and wildlife refuges;Relaxed, small-town atmosphere;Plenty of opportunities for outdoor recreation"
24,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,Large retirement community with many amenities;Variety of recreational activities;Affordable housing options,Sarasota,Cultural attractions like the Ringling Museum;Beautiful beaches and outdoor spaces;Diverse dining and shopping options,Naples,Upscale living with a small-town feel;World-class golf courses and country clubs;Easy access to healthcare and medical facilities,Boca Raton,Urban amenities with a suburban feel;High-end shopping and dining options;Excellent healthcare and medical facilities,Sanibel,Beachfront living with a relaxed atmosphere;Abundant wildlife and natural areas;Small-town charm with a strong sense of community
25,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,Large retirement community with many amenities;Variety of recreational activities;Affordable housing options,Sarasota,Cultural attractions like the Ringling Museum;Beautiful beaches and outdoor spaces;Diverse dining and shopping options,Naples,Upscale living with a small-town feel;World-class golf courses and country clubs;Easy access to healthcare and medical facilities,Boca Raton,Urban amenities with a suburban feel;High-end shopping and dining options;Excellent healthcare and medical facilities,Sanibel,Beachfront living with a relaxed atmosphere;Abundant wildlife and natural areas;Small-town charm with a strong sense of community
26,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,Large retirement community with many amenities;Variety of recreational activities;Affordable housing options,Sarasota,Cultural attractions like the Ringling Museum;Beautiful beaches and outdoor spaces;Diverse dining and shopping options,Naples,Upscale living with a small-town feel;World-class golf courses and country clubs;Easy access to healthcare and medical facilities,Boca Raton,Urban amenities with a suburban feel;High-end shopping and dining options;Excellent healthcare and medical facilities,Sanibel,Beachfront living with a relaxed atmosphere;Nature reserves and wildlife refuges;Small-town charm with a strong sense of community
27,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,Large retirement community with many amenities;Variety of recreational activities;Affordable housing options,Sarasota,Cultural attractions like the Ringling Museum;Beautiful beaches and outdoor spaces;Diverse dining and shopping options,Naples,Upscale living with a small-town feel;World-class golf courses and country clubs;Easy access to nature preserves and wildlife refuges,Boca Raton,High-end shopping and dining options;Beautiful beaches and parks;Variety of cultural attractions and events,Sanibel,Shell-filled beaches and wildlife refuges;Small-town charm with a strong sense of community;Plenty of opportunities for outdoor recreation
28,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,Large retirement community with many amenities;Variety of recreational activities;Affordable housing options,Sarasota,Cultural attractions like the Ringling Museum;Beautiful beaches and outdoor spaces;Diverse dining and shopping options,Naples,Upscale living with a small-town feel;World-class golf courses and country clubs;Easy access to nature preserves and wildlife refuges,Boca Raton,Urban amenities with a suburban feel;High-end shopping and dining options;Excellent healthcare facilities and services,Sanibel,Beachfront living with a relaxed atmosphere;Abundant wildlife and natural beauty;Variety of outdoor recreational activities
29,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,Large retirement community with many amenities;Variety of recreational activities;Affordable housing options,Sarasota,Cultural attractions like the Ringling Museum;Beautiful beaches and outdoor spaces;Diverse dining and shopping options,Naples,Upscale living with a small-town feel;World-class golf courses and country clubs;Easy access to nature preserves and wildlife refuges,Boca Raton,High-end shopping and dining options;Beautiful beaches and parks;Variety of cultural attractions and events,Sanibel,Shell-filled beaches and wildlife refuges;Small-town charm with a strong sense of community;Plenty of opportunities for outdoor recreation
30,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,Affordable housing;Many recreational activities;Strong sense of community,Sarasota,Cultural attractions;Beaches;Outdoor recreation opportunities,Naples,Beautiful beaches;Golf courses;Upscale shopping and dining,Boca Raton,Beaches;Parks and nature reserves;Cultural events,Sanibel,Shell-filled beaches;Wildlife refuge;Relaxed atmosphere
31,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,Large retirement community;Variety of recreational activities;Affordable housing options,Sarasota,Cultural attractions;Beaches;Outdoor recreational activities,Naples,Beautiful beaches;Golf courses;Upscale shopping centers,Boca Raton,Beaches;Parks;Cultural events,Sanibel,Shell-filled beaches;Wildlife refuge;Small-town atmosphere
32,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,Large retirement community with many amenities;Variety of recreational activities;Affordable housing options,Sarasota,Cultural attractions like the Ringling Museum;Beautiful beaches and outdoor spaces;Diverse dining and shopping options,Naples,Upscale living with a small-town feel;World-class golf courses and country clubs;Easy access to nature preserves and wildlife refuges,Boca Raton,High-end shopping and dining options;Beautiful beaches and parks;Cultural attractions like the Boca Raton Museum of Art,Sanibel,Shell-filled beaches and wildlife refuges;Small-town charm with a relaxed atmosphere;Plenty of opportunities for outdoor recreation
33,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,Affordable housing options;Abundant recreational activities;Strong sense of community,Sarasota,Cultural attractions;Beautiful beaches;Variety of dining options,Naples,High-end shopping centers;World-class golf courses;Excellent healthcare facilities,Boca Raton,Upscale living;Beautiful parks and beaches;Convenient access to major cities,Palm Coast,Waterfront properties;Nature preserves and parks;Relaxed coastal lifestyle
34,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,Large retirement community with many amenities;Plenty of recreational activities;Variety of housing options,Sarasota,Cultural attractions like the Ringling Museum;Beautiful beaches and outdoor spaces;Diverse dining and shopping options,Naples,Upscale living with a small-town feel;World-class golf courses and country clubs;Easy access to nature preserves,Boca Raton,High-end shopping and dining;Beautiful beaches and parks;Active cultural scene,Sanibel,"Shell-filled beaches and wildlife refuge;Relaxed, small-town atmosphere;Plenty of opportunities for outdoor recreation"
35,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,large retirement community;many recreational activities;various housing options,Sarasota,cultural events;beautiful beaches;outdoor recreational activities,Naples,warm climate;beautiful beaches;golfing opportunities,Boca Raton,warm climate;beautiful beaches;urban amenities,Sanibel,shell-filled beaches;wildlife refuge;small-town atmosphere
36,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,Large retirement community with many amenities;Variety of recreational activities;Affordable housing options,Sarasota,Cultural attractions like the Ringling Museum;Beautiful beaches and outdoor spaces;Diverse dining and shopping options,Naples,Upscale living with a small-town feel;World-class golf courses and country clubs;Easy access to nature preserves and wildlife refuges,Boca Raton,Urban amenities with a suburban feel;High-end shopping and dining options;Beautiful beaches and parks,Sanibel,Island living with a relaxed atmosphere;Abundant wildlife and natural beauty;Shell-filled beaches and outdoor recreation
37,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,large retirement community;plenty of recreational activities;golf courses and parks,Sarasota,cultural events and festivals;beaches and outdoor activities;downtown area with shops and restaurants,Naples,beaches and water sports;golf courses and country clubs;high-end shopping and dining,Boca Raton,beaches and parks;cultural events and museums; upscale shopping and dining,Sanibel,shell-filled beaches;wildlife refuge and nature preserves;small-town atmosphere with shops and restaurants
38,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,Large retirement community with many amenities;Variety of recreational activities;Affordable housing options,Sarasota,Cultural attractions like the Ringling Museum;Beautiful beaches and outdoor spaces;Diverse dining and shopping options,Naples,Upscale living with a small-town feel;World-class golf courses and country clubs;Easy access to nature preserves and wildlife refuges,Boca Raton,High-end shopping and dining options;Beautiful beaches and parks;Variety of cultural attractions and events,Sanibel,Shell-filled beaches and wildlife refuges;Small-town charm with a strong sense of community;Plenty of opportunities for outdoor recreation
39,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,Large retirement community with many amenities;Variety of recreational activities;Affordable housing options,Sarasota,Cultural attractions like the Ringling Museum;Beautiful beaches and outdoor spaces;Diverse dining and shopping options,Naples,Upscale living with a small-town feel;World-class golf courses and country clubs;Easy access to nature preserves and wildlife refuges,Boca Raton,Urban amenities with a suburban feel;High-end shopping and dining options;Excellent healthcare facilities and services,Sanibel,Island living with a relaxed atmosphere;Abundant wildlife and natural beauty;Shell-filled beaches and outdoor recreation
40,llama,relocation,We are moving to Florida. We are looking for communities who are at their retirement age,The Villages,age-restricted communities;golf courses;recreational facilities;healthcare services;shopping centers,Sarasota,beaches;cultural events;outdoor recreation;historic downtown;medical facilities,Naples,beaches;golf courses;fishing;downtown shopping;healthcare services,Boca Raton,beaches;parks;cultural events;shopping centers;medical facilities,Palm Coast,beaches;nature reserves;golf courses;outdoor recreation;affordable housing
41,llama,relocation,We are planning to move to Ohio. We are looking for an affordable area.,Toledo,affordable housing;outdoor recreational activities;rich cultural scene,Lorain,waterfront views;affordable cost of living;charming downtown area,Newark,affordable housing;easy access to Columbus;growing downtown area,Lima,affordable housing;small-town charm;close to major highways,Zanesville,affordable housing;outdoor recreational activities;rich history and museums
42,llama,relocation,We are planning to move to Ohio. We are looking for an affordable area.,Lima,affordable housing;low cost of living; outdoor recreational opportunities,Mansfield,affordable housing;rich history and culture;easy access to Columbus,Newark,growing economy;affordable housing;excellent schools,Zanesville,natural beauty;outdoor recreational opportunities;historic downtown area,Portsmouth,low cost of living;friendly community;easy access to outdoor recreation
43,llama,relocation,We are planning to move to Ohio. We are looking for an affordable area.,Lima,Low housing costs;Affordable cost of living;Outdoor recreation opportunities,Mansfield,Rich history and culture;Low crime rate;Strong sense of community,Newark,Growing downtown area;Excellent schools;Convenient access to Columbus,Middletown,Thriving arts scene;Historic architecture;Small-town charm,Zanesville,Natural beauty and outdoor recreation;Low cost of living;Friendly community
44,llama,relocation,We are planning to move to Ohio. We are looking for an affordable area.,Lima,Low cost of living;Affordable housing options;Rich cultural scene;Outdoor recreational opportunities;Growing downtown area,Mansfield,Affordable housing;Low crime rate;Excellent schools;Thriving arts scene;Convenient location,Newark,Low cost of living;Abundant job opportunities;Rich history and architecture;Vibrant downtown area;Easy access to Columbus,Zanesville,Affordable housing options;Scenic views and outdoor recreation;Rich history and cultural attractions;Growing food and drink scene;Convenient location,Portsmouth,Low cost of living;Affordable housing options;Rich history and cultural attractions;Scenic views and outdoor recreation;Small-town charm
45,llama,relocation,We are planning to move to Ohio. We are looking for an affordable area.,Lima,Low cost of living;Affordable housing options;Rich cultural scene;Outdoor recreational opportunities;Growing downtown area,Mansfield,Affordable housing;Low crime rate;Excellent schools;Thriving arts scene;Convenient location,Newark,Low cost of living;Abundant job opportunities;Rich history and architecture;Vibrant downtown area;Easy access to Columbus,Zanesville,Affordable housing options;Scenic views and outdoor recreation;Rich history and cultural attractions;Growing food and drink scene;Convenient location,Portsmouth,Low cost of living;Affordable housing options;Rich history and cultural attractions;Scenic views and outdoor recreation;Small-town charm
46,llama,relocation,We are planning to move to Ohio. We are looking for an affordable area.,Lima,affordable housing;low cost of living; outdoor recreation opportunities,Mansfield,affordable housing;rich history and culture;small-town charm,Newark,growing economy;affordable housing;easy access to Columbus,Zanesville,historic downtown area;outdoor recreation opportunities;affordable housing,Portsmouth,scenic river views;outdoor recreation opportunities;small-town charm
47,llama,relocation,We are planning to move to Ohio. We are looking for an affordable area.,Lima,affordable housing;low cost of living; outdoor recreation opportunities,Mansfield,affordable housing;rich history and culture;small-town charm,Newark,growing economy;affordable housing;easy access to Columbus,Zanesville,natural beauty;outdoor recreation opportunities;small-town charm,Portsmouth,historic downtown;affordable housing; scenic views of the Ohio River
48,llama,relocation,We are planning to move to Ohio. We are looking for an affordable area.,Lima,affordable housing;low cost of living; outdoor recreational opportunities,Mansfield,rich history and culture;affordable housing;growing downtown area,Newark,affordable housing;low crime rate;nearby access to Columbus,Zanesville,historic downtown area;outdoor recreational opportunities;affordable housing,Portsmouth,low cost of living;rich history and culture;scenic views of the Ohio River
49,llama,relocation,We are planning to move to Ohio. We are looking for an affordable area.,Lima,low cost of living;affordable housing;outdoor recreational activities,Newark,low housing costs;small-town charm;commutable to Columbus,Lorain,lakefront location;affordable housing;diverse community,Springfield,low cost of living;rich history;outdoor recreational activities,Mansfield,affordable housing;small-town charm;nearby state parks
50,llama,relocation,We are planning to move to Ohio. We are looking for an affordable area.,Lima,affordable housing;low cost of living; outdoor recreational opportunities,Mansfield,rich history and culture;affordable housing;growing downtown area,Newark,affordable housing;low crime rate;nearby access to Columbus,Zanesville,natural scenery;outdoor recreational opportunities;historic downtown area,Portsmouth,low cost of living;affordable housing;scenic views of the Ohio River
